0 : 0 : 0 : 52.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 55.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 56.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 57.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 58.960,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.256,146.00,15.00,209.00,25.50
0 : 0 : 1 : 1.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 1.960,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 2.960,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 3.960,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 4.960,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 7.960,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.640,146.00,15.00,209.00,25.50
0 : 0 : 1 : 8.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 8.960,146.00,15.00,209.00,25.50
0 : 0 : 1 : 9.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 9.832,146.00,15.00,209.00,25.50
0 : 0 : 1 : 9.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 10.960,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 13.960,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 14.960,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.320,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.384,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.448,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.512,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.576,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.640,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.704,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.768,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.832,145.00,15.00,209.00,25.50
0 : 0 : 1 : 15.896,145.00,15.00,209.00,25.50
0 : 0 : 1 : 16.0,145.00,15.00,209.00,25.50
0 : 0 : 1 : 16.64,145.00,15.00,209.00,25.50
0 : 0 : 1 : 16.128,145.00,15.00,209.00,25.50
0 : 0 : 1 : 16.192,145.00,15.00,209.00,25.50
0 : 0 : 1 : 16.256,145.00,15.00,209.00,25.50
0 : 0 : 1 : 16.320,145.00,15.00,209.00,25.50
